chlorophyll,sst,ssh,salinity,month,location,fish_name
2.08,27.83,0.2,35.46,3,Chennai,Mackerel
2.89,26.4,0.67,35.21,2,Mangalore,Snapper
2.07,28.79,0.55,34.32,10,Visakhapatnam,Ribbonfish
4.33,10.52,0.68,31.13,8,Gujarat,Herring
2.44,29.2,0.31,34.97,5,Gujarat,Kingfish
3.51,23.94,0.42,32.06,11,Chennai,Anchovy
2.65,17.53,0.64,31.87,5,Kochi,Salmon
2.73,27.85,0.5,33.92,8,Goa,Mackerel
2.11,28.2,0.51,34.95,10,Gujarat,Seer Fish
1.37,13.72,0.44,33.67,12,Visakhapatnam,Salmon
3.49,25.08,0.51,30.09,4,Visakhapatnam,Tilapia
2.58,26.71,0.44,31.09,4,Chennai,Bombay Duck
1.64,28.86,0.44,35.79,9,Kochi,Barracuda
1.82,27.22,0.24,35.66,6,Goa,Ribbonfish
2.68,27.14,0.2,28.16,9,Gujarat,Tilapia
2.78,25.31,0.46,33.46,3,Mumbai,Pomfret
1.97,31.53,0.54,36.92,11,Goa,Tuna
3.13,26.25,0.3,33.16,9,Chennai,Bombay Duck
1.23,12.1,0.31,30.4,8,Goa,Salmon
1.34,11.21,0.69,33.98,3,Mangalore,Cod
3.68,24.94,0.62,27.48,12,Mangalore,Tilapia
3.35,29.06,0.37,34.3,9,Mumbai,Mackerel
1.99,28.23,0.21,32.32,11,Gujarat,Pomfret
3.41,25.84,0.69,29.95,6,Visakhapatnam,Hilsa
0.98,22.14,0.51,35.82,8,Mangalore,Shark
2.63,29.64,0.58,33.21,9,Goa,Mackerel
3.47,26.18,0.6,33.96,4,Mumbai,Mackerel
3.79,25.27,0.23,33.42,4,Mangalore,Croakers
4.26,26.31,0.54,32.41,10,Chennai,Hilsa
1.48,13.85,0.52,32.94,10,Gujarat,Salmon
1.79,16.71,0.33,30.97,9,Gujarat,Salmon
3.66,26.29,0.4,30.09,7,Chennai,Hilsa
1.0,12.37,0.23,33.09,5,Goa,Cod
2.71,27.04,0.31,32.47,3,Gujarat,Pomfret
1.43,23.02,0.25,36.26,9,Mumbai,Shark
2.53,28.11,0.68,32.67,5,Chennai,Pomfret
1.47,15.91,0.54,30.36,2,Mangalore,Salmon
3.02,24.21,0.38,33.84,7,Goa,Sardine
2.28,25.29,0.48,32.69,9,Mangalore,Pomfret
1.69,28.83,0.45,36.95,5,Goa,Tuna
3.09,27.04,0.21,33.68,3,Chennai,Grouper
2.92,24.91,0.34,33.25,4,Chennai,Grouper
2.54,27.89,0.29,30.68,5,Kochi,Bombay Duck
1.71,28.85,0.44,35.23,6,Mumbai,Tuna
2.83,27.83,0.52,34.86,10,Chennai,Croakers
3.0,25.46,0.47,33.87,4,Chennai,Grouper
2.25,29.63,0.26,33.24,11,Gujarat,Mackerel
0.9,10.77,0.46,31.55,8,Visakhapatnam,Cod
3.0,24.01,0.2,34.87,11,Mumbai,Grouper
4.37,17.41,0.22,31.73,12,Chennai,Herring
4.92,24.97,0.5,31.71,9,Gujarat,Sardine
2.06,29.63,0.43,35.9,9,Gujarat,Barracuda
1.8,24.6,0.52,36.79,2,Goa,Shark
2.96,27.95,0.26,33.7,2,Mangalore,Bombay Duck
2.56,30.45,0.58,34.92,4,Chennai,Seer Fish
3.28,26.75,0.68,29.06,10,Chennai,Tilapia
2.66,31.77,0.64,34.06,8,Goa,Kingfish
4.91,24.99,0.24,32.67,5,Chennai,Hilsa
2.25,29.97,0.33,34.04,5,Mumbai,Seer Fish
2.32,27.28,0.28,34.25,4,Mangalore,Pomfret
1.51,9.46,0.37,33.37,11,Chennai,Cod
2.68,28.57,0.53,33.28,12,Chennai,Mackerel
0.96,8.55,0.55,32.29,6,Kochi,Cod
3.91,24.11,0.64,28.27,10,Mangalore,Tilapia
1.84,27.02,0.4,35.76,4,Gujarat,Grouper
2.02,27.87,0.41,34.55,7,Gujarat,Mackerel
4.0,27.95,0.47,33.87,1,Chennai,Sardine
2.69,29.79,0.59,34.56,7,Chennai,Ribbonfish
3.13,29.62,0.35,35.84,9,Mumbai,Mackerel
0.92,13.78,0.38,33.13,2,Mangalore,Cod
2.11,30.39,0.21,36.04,12,Kochi,Barracuda
4.8,26.37,0.67,31.86,3,Goa,Anchovy
3.15,27.27,0.68,29.41,12,Visakhapatnam,Hilsa
2.4,30.28,0.4,35.37,1,Chennai,Seer Fish
4.36,24.03,0.22,32.47,5,Mangalore,Sardine
3.3,27.75,0.24,35.25,1,Mumbai,Mackerel
3.12,27.08,0.6,30.16,9,Mangalore,Tilapia
1.02,23.71,0.48,35.35,6,Chennai,Shark
0.93,23.02,0.44,35.56,6,Chennai,Shark
3.36,27.17,0.69,34.37,4,Gujarat,Mackerel
2.13,30.09,0.24,34.39,12,Gujarat,Seer Fish
0.95,20.05,0.26,35.37,4,Chennai,Shark
3.3,28.6,0.42,31.66,2,Goa,Bombay Duck
3.17,27.83,0.66,32.98,11,Gujarat,Bombay Duck
0.9,21.83,0.23,36.82,3,Mangalore,Shark
1.75,28.22,0.22,35.72,8,Goa,Ribbonfish
4.56,24.71,0.5,32.93,1,Chennai,Sardine
2.61,27.32,0.28,35.78,3,Mumbai,Ribbonfish
1.14,14.81,0.69,33.8,11,Kochi,Cod
2.98,27.33,0.57,31.22,2,Mangalore,Bombay Duck
2.32,31.46,0.66,36.95,10,Visakhapatnam,Tuna
2.12,13.67,0.41,30.69,5,Mangalore,Salmon
2.12,29.96,0.28,36.07,2,Goa,Barracuda
4.01,26.92,0.26,32.11,2,Goa,Anchovy
2.31,23.74,0.33,30.76,10,Visakhapatnam,Catfish
4.65,23.63,0.69,32.81,10,Chennai,Anchovy
3.99,27.26,0.6,29.74,5,Gujarat,Tilapia
4.32,25.84,0.31,30.41,12,Visakhapatnam,Anchovy
2.89,28.25,0.27,31.81,5,Gujarat,Bombay Duck
2.21,29.19,0.55,35.56,3,Mangalore,Barracuda
1.9,27.6,0.6,36.75,3,Chennai,Seer Fish
2.03,30.19,0.21,35.67,11,Chennai,Seer Fish
4.33,27.79,0.56,32.07,2,Mumbai,Hilsa
2.67,28.41,0.52,35.32,2,Visakhapatnam,Mackerel
4.41,27.63,0.47,31.46,9,Gujarat,Sardine
1.73,28.69,0.52,36.98,5,Chennai,Tuna
3.27,23.35,0.33,30.64,10,Gujarat,Catfish
2.26,27.31,0.49,33.46,3,Goa,Mackerel
3.1,26.27,0.49,31.3,1,Visakhapatnam,Sardine
2.25,29.97,0.64,36.36,2,Gujarat,Kingfish
2.21,29.73,0.32,34.33,11,Mumbai,Barracuda
1.54,26.01,0.53,35.63,7,Mumbai,Grouper
3.97,25.73,0.6,31.18,11,Goa,Catfish
1.97,28.08,0.44,35.61,7,Mangalore,Ribbonfish
5.16,23.5,0.48,31.49,6,Chennai,Anchovy
3.95,26.79,0.55,30.09,4,Gujarat,Bombay Duck
1.62,27.86,0.39,34.33,5,Chennai,Barracuda
2.7,27.55,0.43,32.84,8,Visakhapatnam,Croakers
1.3,28.93,0.32,36.46,7,Kochi,Barracuda
1.34,20.73,0.36,36.14,9,Chennai,Shark
5.44,25.56,0.55,30.57,3,Goa,Anchovy
1.25,23.4,0.5,35.02,1,Kochi,Shark
2.52,29.28,0.32,35.92,5,Mumbai,Seer Fish
1.7,28.15,0.7,34.4,6,Goa,Snapper
4.47,24.29,0.55,32.74,3,Gujarat,Anchovy
2.04,30.31,0.45,35.62,3,Kochi,Barracuda
2.76,28.71,0.37,36.24,6,Chennai,Seer Fish
1.33,9.32,0.62,34.37,8,Goa,Cod
3.33,24.24,0.29,29.29,9,Mangalore,Tilapia
1.21,10.81,0.35,33.32,2,Chennai,Cod
3.78,25.01,0.66,30.86,10,Mangalore,Anchovy
2.32,28.56,0.36,35.62,2,Mumbai,Ribbonfish
2.16,29.09,0.58,36.35,1,Mangalore,Seer Fish
1.72,29.61,0.21,36.13,7,Mumbai,Tuna
2.01,26.52,0.51,31.72,11,Mumbai,Catfish
4.14,26.69,0.25,32.15,9,Mumbai,Anchovy
1.27,23.38,0.39,35.97,11,Visakhapatnam,Shark
2.52,29.76,0.64,34.52,11,Mangalore,Ribbonfish
2.4,26.81,0.66,34.18,10,Goa,Snapper
2.55,25.59,0.5,34.56,2,Gujarat,Snapper
1.98,28.48,0.39,36.11,1,Chennai,Kingfish
4.71,27.42,0.45,31.16,10,Visakhapatnam,Sardine
4.18,16.37,0.38,33.76,2,Mangalore,Herring
2.41,14.69,0.47,32.47,11,Goa,Salmon
2.3,24.46,0.52,32.53,4,Chennai,Croakers
2.99,28.25,0.69,34.27,5,Mangalore,Mackerel
2.13,30.83,0.47,36.61,10,Chennai,Barracuda
1.71,29.93,0.66,34.15,7,Mumbai,Ribbonfish
3.15,27.71,0.51,31.68,6,Chennai,Croakers
1.37,11.22,0.51,34.49,4,Kochi,Cod
3.18,27.35,0.68,33.04,1,Chennai,Bombay Duck
2.76,28.07,0.22,34.94,12,Kochi,Seer Fish
4.5,24.2,0.23,32.83,11,Mumbai,Anchovy
2.26,27.22,0.27,34.85,8,Visakhapatnam,Mackerel
3.79,26.36,0.37,30.47,12,Mumbai,Catfish
2.58,27.0,0.3,31.77,6,Kochi,Bombay Duck
4.25,11.08,0.4,33.66,6,Visakhapatnam,Herring
3.78,27.28,0.64,32.81,11,Gujarat,Bombay Duck
2.52,28.92,0.54,32.59,7,Mumbai,Pomfret
2.37,24.5,0.27,35.84,12,Gujarat,Grouper
2.73,29.45,0.27,34.88,2,Goa,Mackerel
1.61,26.41,0.33,36.53,7,Mumbai,Barracuda
3.33,28.18,0.24,31.63,5,Mangalore,Hilsa
1.93,12.91,0.55,34.39,10,Chennai,Cod
3.44,26.71,0.48,32.01,8,Gujarat,Hilsa
2.99,29.46,0.33,35.4,2,Visakhapatnam,Kingfish
2.48,29.03,0.64,33.48,3,Visakhapatnam,Snapper
1.11,10.98,0.57,33.99,3,Goa,Cod
1.23,20.69,0.49,36.49,4,Kochi,Shark
4.08,26.99,0.35,32.46,2,Mumbai,Sardine
4.13,22.12,0.26,30.85,6,Kochi,Tilapia
2.6,27.86,0.37,35.59,3,Visakhapatnam,Mackerel
3.43,27.67,0.53,31.32,11,Mangalore,Bombay Duck
1.9,27.83,0.36,34.46,6,Kochi,Barracuda
2.58,26.21,0.3,31.21,2,Gujarat,Catfish
1.15,12.48,0.61,31.32,6,Visakhapatnam,Cod
1.88,30.14,0.61,34.27,11,Goa,Seer Fish
1.31,8.88,0.48,34.79,11,Mangalore,Cod
1.61,31.88,0.31,36.46,7,Visakhapatnam,Tuna
2.79,26.46,0.64,27.59,10,Chennai,Tilapia
2.37,28.24,0.48,35.52,7,Kochi,Seer Fish
2.05,29.23,0.59,35.97,7,Gujarat,Seer Fish
2.31,27.58,0.64,32.84,6,Mumbai,Pomfret
1.94,27.78,0.69,33.84,12,Mangalore,Grouper
2.09,30.15,0.5,34.21,5,Mangalore,Ribbonfish
1.36,27.35,0.56,34.7,12,Mumbai,Barracuda
1.72,25.65,0.32,36.67,8,Chennai,Shark
1.62,16.75,0.39,32.2,2,Mumbai,Salmon
1.81,13.47,0.65,33.73,7,Visakhapatnam,Cod
3.12,26.33,0.24,33.35,12,Visakhapatnam,Bombay Duck
1.2,9.8,0.25,33.53,11,Visakhapatnam,Cod
2.15,28.98,0.2,35.1,6,Visakhapatnam,Tuna
4.23,28.77,0.24,30.74,7,Mumbai,Hilsa
3.29,24.9,0.36,27.3,5,Chennai,Tilapia
2.7,26.24,0.32,35.26,7,Goa,Snapper
2.33,25.41,0.31,35.82,10,Kochi,Grouper
2.22,27.69,0.58,33.28,7,Goa,Grouper
3.75,22.76,0.56,29.12,11,Visakhapatnam,Tilapia
2.9,29.33,0.37,35.67,10,Chennai,Mackerel
2.05,30.05,0.41,35.39,3,Gujarat,Tuna
2.55,27.16,0.47,31.68,3,Gujarat,Croakers
3.91,26.22,0.23,33.86,4,Mangalore,Bombay Duck
2.33,31.42,0.22,35.62,2,Mangalore,Kingfish
1.56,26.85,0.33,35.19,9,Goa,Grouper
3.49,26.41,0.31,33.64,2,Mangalore,Croakers
1.0,20.0,0.39,35.16,6,Gujarat,Shark
1.97,25.26,0.47,35.17,10,Kochi,Snapper
3.8,27.91,0.27,30.09,10,Gujarat,Bombay Duck
2.41,26.74,0.68,33.13,12,Mumbai,Snapper
3.06,23.5,0.61,29.4,3,Visakhapatnam,Tilapia
4.58,26.15,0.25,32.23,3,Kochi,Hilsa
2.81,27.77,0.44,33.05,11,Kochi,Snapper
4.22,25.06,0.25,31.83,4,Mumbai,Sardine
1.46,17.81,0.26,30.79,10,Mumbai,Salmon
1.28,23.37,0.61,36.03,12,Gujarat,Shark
2.04,31.11,0.22,36.86,3,Chennai,Tuna
1.81,31.44,0.24,34.6,7,Goa,Kingfish
2.02,12.77,0.52,30.61,3,Gujarat,Salmon
5.38,25.4,0.25,30.65,3,Visakhapatnam,Anchovy
3.12,24.68,0.48,34.97,4,Visakhapatnam,Croakers
3.78,26.97,0.22,32.95,5,Goa,Sardine
2.05,29.09,0.59,36.11,11,Visakhapatnam,Tuna
2.6,22.53,0.38,29.52,4,Chennai,Tilapia
2.24,27.37,0.31,33.0,10,Mumbai,Grouper
4.56,24.83,0.61,30.16,11,Gujarat,Anchovy
1.95,30.4,0.49,34.81,11,Chennai,Ribbonfish
1.93,28.24,0.52,33.52,3,Chennai,Snapper
2.7,28.67,0.48,33.29,5,Chennai,Pomfret
3.72,24.79,0.54,32.22,6,Goa,Hilsa
4.38,23.95,0.41,32.65,12,Visakhapatnam,Anchovy
2.16,28.25,0.36,35.73,1,Mangalore,Seer Fish
3.32,27.14,0.45,30.8,1,Chennai,Bombay Duck
2.25,22.51,0.35,31.78,3,Goa,Catfish
2.87,27.59,0.45,33.57,7,Gujarat,Pomfret
3.09,17.45,0.67,30.72,9,Mangalore,Herring
1.87,12.31,0.62,33.16,8,Kochi,Cod
2.31,25.0,0.33,35.58,7,Visakhapatnam,Snapper
1.57,27.42,0.38,34.54,4,Mumbai,Barracuda
1.92,30.0,0.25,35.52,2,Goa,Tuna
3.05,28.7,0.34,30.25,9,Kochi,Bombay Duck
2.17,14.12,0.59,30.54,9,Goa,Salmon
2.92,28.14,0.41,34.82,1,Visakhapatnam,Mackerel
0.9,25.57,0.43,35.21,8,Mangalore,Shark
2.19,31.58,0.49,35.97,11,Mumbai,Tuna
1.06,20.05,0.62,35.2,3,Goa,Shark
2.64,16.88,0.65,31.9,2,Mumbai,Salmon
3.54,23.98,0.57,29.63,11,Visakhapatnam,Tilapia
1.99,27.88,0.69,34.34,8,Mumbai,Barracuda
3.99,28.17,0.48,33.73,5,Goa,Bombay Duck
1.9,27.86,0.26,33.12,9,Visakhapatnam,Pomfret
2.75,11.3,0.41,33.82,10,Gujarat,Herring
2.81,29.22,0.57,35.32,4,Gujarat,Kingfish
3.6,27.27,0.59,31.1,5,Mumbai,Sardine
2.94,26.77,0.67,31.35,12,Visakhapatnam,Bombay Duck
1.25,9.9,0.59,33.26,8,Gujarat,Cod
4.17,26.24,0.69,31.37,1,Mumbai,Bombay Duck
2.35,26.28,0.6,34.44,10,Mumbai,Pomfret
2.46,28.52,0.61,33.05,12,Kochi,Snapper
2.7,24.21,0.32,34.16,11,Mumbai,Croakers
1.78,24.63,0.68,35.64,12,Chennai,Grouper
2.41,30.47,0.7,36.04,6,Goa,Tuna
4.69,27.7,0.25,32.65,10,Gujarat,Sardine
1.52,24.62,0.47,35.05,11,Kochi,Grouper
3.8,23.57,0.22,32.98,2,Chennai,Anchovy
1.69,14.33,0.63,32.57,10,Visakhapatnam,Salmon
2.12,30.77,0.65,35.97,9,Visakhapatnam,Tuna
2.58,24.85,0.5,33.38,1,Chennai,Grouper
1.25,14.25,0.59,33.21,1,Chennai,Salmon
1.58,26.39,0.21,35.69,5,Visakhapatnam,Snapper
2.37,26.15,0.42,33.15,10,Goa,Pomfret
1.49,14.6,0.53,32.44,1,Mangalore,Cod
4.15,26.66,0.45,33.06,8,Visakhapatnam,Bombay Duck
2.45,26.73,0.54,30.82,6,Goa,Catfish
1.73,29.48,0.41,34.05,2,Mumbai,Snapper
2.28,29.2,0.27,36.99,2,Kochi,Seer Fish
5.06,23.73,0.37,30.59,1,Mumbai,Anchovy
2.07,29.11,0.59,34.56,8,Kochi,Ribbonfish
2.04,30.04,0.69,36.1,4,Mangalore,Tuna
1.15,26.18,0.25,34.78,6,Kochi,Barracuda
3.03,27.15,0.27,32.44,2,Visakhapatnam,Bombay Duck
3.66,13.27,0.34,32.9,4,Kochi,Herring
2.3,28.93,0.63,34.79,1,Mumbai,Pomfret
2.57,12.41,0.49,30.12,10,Gujarat,Salmon
3.16,24.34,0.44,31.37,6,Chennai,Sardine
2.62,24.29,0.64,31.85,7,Kochi,Croakers
3.59,26.27,0.51,28.65,10,Kochi,Catfish
2.85,26.14,0.44,28.87,10,Gujarat,Tilapia
1.46,12.72,0.64,33.33,5,Chennai,Cod
2.7,30.38,0.29,34.74,12,Mumbai,Kingfish
1.57,30.44,0.63,35.48,11,Visakhapatnam,Tuna
2.93,24.3,0.66,31.31,8,Gujarat,Croakers
2.74,27.62,0.59,32.64,8,Gujarat,Bombay Duck
4.75,26.53,0.21,32.47,7,Mumbai,Anchovy
1.89,24.36,0.42,34.09,7,Kochi,Grouper
2.78,29.17,0.65,35.21,8,Mumbai,Snapper
2.76,24.47,0.59,31.34,12,Kochi,Croakers
3.44,25.23,0.35,31.22,8,Mumbai,Sardine
2.25,12.31,0.47,30.1,11,Goa,Salmon
3.86,25.67,0.58,33.14,10,Gujarat,Sardine
4.35,24.4,0.4,31.02,1,Visakhapatnam,Hilsa
1.91,31.13,0.28,36.07,7,Mangalore,Kingfish
4.12,25.68,0.45,29.33,12,Gujarat,Tilapia
2.64,24.42,0.24,29.8,10,Kochi,Tilapia
1.87,8.94,0.42,33.91,2,Mumbai,Cod
4.51,24.17,0.3,30.51,8,Mangalore,Anchovy
2.86,30.5,0.6,36.26,9,Mangalore,Kingfish
3.2,24.78,0.51,31.88,1,Mumbai,Croakers
4.33,26.46,0.51,32.55,8,Mumbai,Hilsa
3.69,24.61,0.36,34.38,7,Gujarat,Croakers
2.92,27.57,0.45,34.73,2,Mumbai,Ribbonfish
1.86,28.18,0.6,34.75,10,Visakhapatnam,Barracuda
1.92,29.15,0.48,36.2,12,Chennai,Seer Fish
2.09,28.55,0.57,34.28,10,Mangalore,Barracuda
2.3,24.62,0.46,33.63,3,Kochi,Croakers
3.33,28.74,0.52,33.64,8,Kochi,Bombay Duck
4.4,26.67,0.48,28.57,12,Goa,Tilapia
2.85,28.52,0.67,33.64,4,Mangalore,Grouper
4.12,25.54,0.43,29.61,8,Chennai,Hilsa
4.18,26.58,0.66,31.99,2,Gujarat,Sardine
2.06,31.88,0.7,34.54,3,Visakhapatnam,Kingfish
1.85,30.95,0.24,35.05,1,Gujarat,Tuna
2.46,13.29,0.32,33.35,8,Chennai,Salmon
2.53,30.01,0.38,35.41,6,Gujarat,Seer Fish
2.71,31.52,0.43,35.35,8,Kochi,Kingfish
2.8,10.79,0.22,33.81,4,Mumbai,Herring
1.58,22.73,0.51,35.16,5,Mangalore,Shark
2.39,29.99,0.57,35.78,1,Kochi,Kingfish
2.74,29.7,0.47,36.11,11,Kochi,Seer Fish
2.38,30.46,0.55,36.86,3,Chennai,Tuna
4.47,25.74,0.4,29.56,8,Gujarat,Tilapia
3.15,26.74,0.66,31.76,8,Visakhapatnam,Bombay Duck
1.6,30.14,0.69,34.47,5,Visakhapatnam,Barracuda
2.96,15.67,0.49,31.95,7,Visakhapatnam,Herring
2.88,29.39,0.58,34.58,3,Goa,Kingfish
2.76,25.05,0.65,28.99,7,Gujarat,Catfish
3.08,22.52,0.6,30.9,1,Chennai,Tilapia
3.86,26.99,0.38,31.05,9,Mangalore,Anchovy
4.91,25.07,0.48,29.01,12,Kochi,Hilsa
3.38,29.65,0.38,34.54,12,Mangalore,Mackerel
2.66,27.72,0.48,35.32,7,Chennai,Ribbonfish
1.95,25.85,0.34,32.89,6,Visakhapatnam,Pomfret
2.73,14.03,0.23,32.86,3,Goa,Herring
2.75,29.24,0.64,34.46,7,Mangalore,Seer Fish
2.09,24.11,0.3,29.22,9,Mangalore,Catfish
2.56,17.69,0.52,30.79,6,Kochi,Salmon
3.15,27.86,0.44,32.87,1,Mangalore,Croakers
4.05,26.33,0.29,31.53,1,Visakhapatnam,Bombay Duck
1.11,28.05,0.35,36.17,9,Mumbai,Barracuda
3.45,27.58,0.66,31.77,8,Mumbai,Croakers
1.53,27.47,0.62,34.86,9,Mumbai,Ribbonfish
1.6,30.71,0.49,34.47,12,Gujarat,Ribbonfish
2.54,26.61,0.43,35.58,11,Chennai,Snapper
1.86,30.34,0.33,34.0,7,Gujarat,Seer Fish
2.5,25.02,0.63,34.91,6,Gujarat,Pomfret
2.05,25.84,0.64,34.86,12,Chennai,Snapper
2.36,28.51,0.33,34.02,10,Gujarat,Pomfret
1.62,16.46,0.37,33.63,3,Gujarat,Salmon
4.06,26.54,0.42,30.42,4,Chennai,Bombay Duck
2.61,29.22,0.48,34.82,5,Chennai,Kingfish
1.85,17.43,0.5,32.08,10,Mangalore,Salmon
2.6,26.53,0.22,34.29,12,Gujarat,Snapper
4.09,11.53,0.54,32.72,6,Goa,Herring
2.61,25.99,0.3,35.07,6,Mumbai,Snapper
2.62,24.3,0.62,30.69,12,Kochi,Catfish
1.45,29.1,0.45,34.96,9,Kochi,Barracuda
2.94,26.84,0.5,29.12,8,Chennai,Catfish
2.3,28.85,0.21,35.65,1,Gujarat,Ribbonfish
2.64,27.46,0.33,35.52,9,Gujarat,Grouper
1.44,8.41,0.24,33.42,5,Visakhapatnam,Cod
2.61,27.4,0.36,34.93,2,Gujarat,Mackerel
2.98,10.25,0.33,31.41,6,Visakhapatnam,Herring
1.5,8.5,0.57,34.91,12,Kochi,Cod
3.1,27.45,0.34,34.85,7,Mangalore,Mackerel
2.7,16.58,0.4,33.03,10,Mumbai,Salmon
2.42,28.22,0.58,33.64,2,Chennai,Pomfret
2.53,26.25,0.26,28.4,10,Gujarat,Tilapia
1.57,15.47,0.69,33.78,12,Goa,Salmon
1.76,28.43,0.45,35.15,12,Mangalore,Snapper
4.83,26.9,0.44,30.9,9,Visakhapatnam,Anchovy
4.72,26.98,0.5,30.04,8,Goa,Hilsa
1.62,26.54,0.6,34.16,12,Mumbai,Barracuda
2.19,28.66,0.39,35.29,3,Kochi,Kingfish
4.4,25.6,0.57,31.41,5,Visakhapatnam,Sardine
2.9,27.97,0.28,34.28,9,Visakhapatnam,Croakers
0.86,22.39,0.22,35.49,11,Mumbai,Shark
2.76,28.12,0.46,35.27,2,Goa,Mackerel
3.21,27.06,0.41,32.24,5,Visakhapatnam,Croakers
4.07,28.79,0.4,31.02,6,Visakhapatnam,Hilsa
2.12,27.87,0.5,36.68,5,Goa,Seer Fish
1.65,10.3,0.45,32.87,7,Mumbai,Cod
3.07,26.91,0.34,32.74,4,Kochi,Bombay Duck
1.6,21.26,0.67,36.73,8,Goa,Shark
1.57,28.86,0.46,36.86,8,Mumbai,Tuna
4.16,26.63,0.35,32.88,6,Gujarat,Bombay Duck
2.06,28.62,0.27,35.73,4,Chennai,Ribbonfish
3.74,28.91,0.68,31.77,2,Mangalore,Bombay Duck
3.11,27.21,0.24,34.42,8,Kochi,Grouper
1.33,17.8,0.53,32.45,5,Mangalore,Salmon
3.24,12.97,0.64,31.44,11,Chennai,Herring
1.67,27.24,0.28,34.63,11,Visakhapatnam,Snapper
1.67,27.86,0.67,34.6,9,Mumbai,Ribbonfish
0.99,22.62,0.45,36.7,12,Visakhapatnam,Shark
2.18,26.3,0.34,34.55,1,Mangalore,Pomfret
2.92,28.37,0.4,35.96,3,Gujarat,Kingfish
2.71,28.23,0.58,34.33,12,Mumbai,Snapper
1.97,28.88,0.49,34.8,11,Visakhapatnam,Ribbonfish
1.78,27.13,0.2,34.15,10,Goa,Ribbonfish
2.48,29.56,0.4,35.34,9,Gujarat,Seer Fish
1.94,27.8,0.44,33.16,6,Goa,Snapper
2.35,30.6,0.44,35.33,9,Mumbai,Ribbonfish
2.92,26.27,0.49,34.55,3,Goa,Snapper
2.85,28.47,0.24,33.99,7,Visakhapatnam,Mackerel
1.61,25.39,0.46,35.58,7,Gujarat,Snapper
4.41,25.9,0.63,30.42,3,Chennai,Anchovy
2.82,26.08,0.65,35.64,6,Kochi,Grouper
2.19,27.95,0.55,34.78,12,Mangalore,Seer Fish
1.12,30.9,0.47,34.93,7,Kochi,Barracuda
3.14,24.44,0.65,32.23,3,Goa,Sardine
3.52,23.04,0.33,31.76,3,Mangalore,Catfish
1.34,17.81,0.22,30.27,7,Mumbai,Salmon
2.52,25.82,0.54,32.17,3,Mangalore,Pomfret
1.37,27.71,0.21,35.83,2,Mumbai,Barracuda
3.45,22.56,0.58,30.27,11,Mumbai,Tilapia
2.8,30.52,0.64,35.92,12,Chennai,Kingfish
3.36,24.95,0.46,33.18,6,Mumbai,Sardine
2.31,30.72,0.26,35.98,2,Mangalore,Ribbonfish
2.54,27.39,0.27,33.08,3,Mangalore,Mackerel
2.6,12.73,0.21,32.07,6,Kochi,Herring
2.39,28.51,0.44,34.62,1,Visakhapatnam,Ribbonfish
3.4,24.55,0.27,32.65,11,Mumbai,Sardine
2.17,27.61,0.63,34.85,6,Visakhapatnam,Ribbonfish
0.99,8.59,0.37,34.81,1,Mangalore,Cod
0.87,22.75,0.63,36.61,12,Goa,Shark
1.09,9.65,0.4,34.22,7,Goa,Cod
2.52,30.7,0.57,34.35,12,Goa,Ribbonfish
2.98,17.54,0.52,33.02,4,Mangalore,Herring
4.97,26.81,0.34,31.63,2,Kochi,Anchovy
2.22,25.79,0.44,33.75,7,Mumbai,Pomfret
1.7,29.65,0.33,34.56,9,Mangalore,Snapper
3.73,28.73,0.51,31.84,2,Visakhapatnam,Hilsa
2.79,25.23,0.42,34.44,9,Goa,Grouper
3.0,26.91,0.61,33.43,6,Visakhapatnam,Mackerel
3.38,27.32,0.44,30.46,1,Gujarat,Bombay Duck
3.64,24.28,0.35,31.13,10,Visakhapatnam,Anchovy
2.17,29.02,0.27,34.31,2,Mangalore,Mackerel
2.8,25.15,0.53,35.51,5,Mumbai,Snapper
2.45,31.82,0.6,36.94,8,Chennai,Kingfish
1.62,13.94,0.24,32.47,10,Goa,Cod
2.27,26.26,0.69,32.55,3,Goa,Pomfret
1.76,24.69,0.69,34.03,11,Mangalore,Grouper
3.78,25.67,0.25,30.81,8,Mangalore,Hilsa
4.02,27.82,0.4,31.72,11,Kochi,Bombay Duck
1.26,12.54,0.26,34.8,1,Visakhapatnam,Cod
2.83,27.26,0.3,32.7,6,Visakhapatnam,Pomfret
3.78,24.1,0.61,33.77,4,Goa,Sardine
4.27,23.36,0.41,30.06,5,Visakhapatnam,Anchovy
2.13,27.66,0.41,34.55,9,Mumbai,Barracuda
2.1,30.26,0.34,34.3,12,Kochi,Kingfish
3.73,27.37,0.41,31.36,5,Goa,Bombay Duck
4.64,27.14,0.66,32.3,5,Mumbai,Sardine
2.41,22.65,0.68,30.41,11,Kochi,Catfish
1.92,28.79,0.43,35.13,10,Visakhapatnam,Barracuda
1.75,28.4,0.21,35.75,2,Gujarat,Ribbonfish
1.0,13.37,0.64,32.53,12,Kochi,Cod
2.17,25.66,0.38,32.38,1,Mumbai,Pomfret
1.53,27.58,0.66,35.69,10,Goa,Barracuda
2.66,29.26,0.59,34.02,1,Chennai,Ribbonfish
1.22,29.69,0.48,35.79,12,Goa,Barracuda
2.89,31.44,0.58,36.19,4,Visakhapatnam,Kingfish
4.21,15.0,0.42,31.54,12,Visakhapatnam,Herring
4.24,26.24,0.34,33.36,8,Mumbai,Sardine
